TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,HighValue
TX000511,AC00167,448.33,2023-01-05 16:11:00,1,1,345,142.148.226.178,30,0,25,3,161,1,922.19,2024-04-11 08:09:00,0
TX000513,AC00012,8.65,2023-05-06 17:08:00,1,19,241,200.136.146.93,36,2,48,0,273,1,10778.35,2024-04-11 08:09:00,0
TX000514,AC00469,65.57,2023-06-04 17:24:00,1,24,488,1.198.76.182,38,2,41,1,82,1,7513.79,2024-04-11 08:06:00,0
TX000518,AC00122,358.18,2023-10-04 16:44:00,1,4,489,100.198.165.4,27,0,18,3,157,1,619.86,2024-04-11 08:07:00,0
TX000521,AC00098,137.57,2023-11-12 17:26:00,1,21,176,40.10.25.102,66,2,54,1,70,1,5103.67,2024-04-11 08:11:00,0
TX000522,AC00345,534.62,2023-05-12 17:51:00,1,28,270,178.34.103.183,6,2,55,0,45,1,13793.53,2024-04-11 08:06:00,1
TX000526,AC00313,660.02,2023-12-10 16:57:00,1,26,351,77.7.223.184,52,1,20,3,84,1,414.43,2024-04-11 08:08:00,1
TX000531,AC00369,541.79,2023-11-08 16:43:00,1,23,422,93.169.212.219,97,0,22,3,125,1,1454.08,2024-04-11 08:11:00,1
TX000534,AC00437,498.67,2023-05-12 16:19:00,1,24,522,89.6.100.149,35,2,28,3,244,1,1719.97,2024-04-11 08:08:00,1
TX000536,AC00161,929.6075,2023-11-12 16:06:00,1,40,508,96.24.89.146,49,2,30,1,34,1,7696.16,2024-04-11 08:08:00,1
TX000537,AC00125,56.94,2023-11-12 16:52:00,0,5,409,69.82.61.135,42,2,76,2,74,1,7004.63,2024-04-11 08:07:00,0
TX000546,AC00045,204.56,2023-11-09 17:51:00,0,36,76,44.197.126.59,12,1,18,3,179,1,364.72,2024-04-11 08:10:00,0
TX000548,AC00456,97.09,2023-10-04 18:26:00,1,13,131,221.206.44.63,51,0,24,3,202,4,1579.57,2024-04-11 08:06:00,0
TX000549,AC00041,124.59,2023-05-05 17:32:00,1,5,30,85.239.236.80,24,1,27,3,171,1,129.29,2024-04-11 08:09:00,0
TX000550,AC00257,73.88,2023-02-01 16:27:00,1,5,460,142.148.226.178,14,2,39,0,34,1,6474.41,2024-04-11 08:09:00,0
TX000553,AC00158,245.93,2023-06-06 18:53:00,1,14,78,219.98.242.240,53,1,54,1,172,1,7986.63,2024-04-11 08:11:00,0
TX000554,AC00086,622.41,2023-11-12 16:57:00,1,16,515,134.222.122.238,99,0,64,0,125,1,7322.01,2024-04-11 08:07:00,1
TX000555,AC00322,43.73,2023-03-04 16:43:00,1,29,472,194.88.79.54,10,0,34,0,145,1,9929.43,2024-04-11 08:10:00,0
TX000557,AC00083,2.03,2024-01-01 16:07:00,0,11,214,112.86.148.212,11,0,33,1,28,1,3012.31,2024-04-11 08:08:00,0
TX000558,AC00402,770.65,2023-05-07 17:49:00,1,17,97,161.161.26.115,15,2,31,0,137,1,7198.8,2024-04-11 08:09:00,1
TX000561,AC00114,27.07,2023-06-03 17:39:00,0,41,39,52.169.116.164,3,1,80,2,39,1,3773.29,2024-04-11 08:09:00,0
TX000569,AC00298,163.94,2023-03-08 18:49:00,0,41,268,154.48.233.165,40,1,52,2,73,1,5957.37,2024-04-11 08:09:00,0
TX000570,AC00460,170.53,2023-06-02 18:59:00,1,28,113,158.135.64.240,88,1,24,3,58,1,801.01,2024-04-11 08:09:00,0
TX000574,AC00461,350.46,2023-08-12 16:16:00,1,26,64,152.234.65.155,22,1,51,2,165,1,5839.38,2024-04-11 08:06:00,0
TX000575,AC00188,220.41,2023-04-09 16:42:00,0,12,433,133.223.159.151,58,2,26,1,155,1,5116.98,2024-04-11 08:10:00,0
TX000577,AC00345,104.79,2023-07-08 16:06:00,1,10,402,80.247.6.83,38,0,70,0,223,1,1352.19,2024-04-11 08:10:00,0
TX000579,AC00296,48.85,2023-08-12 16:45:00,1,9,484,68.254.244.208,48,0,19,3,176,1,1503.56,2024-04-11 08:07:00,0
TX000584,AC00022,514.33,2023-02-06 16:27:00,1,30,365,218.54.207.160,16,1,25,3,160,1,1592.94,2024-04-11 08:12:00,1
TX000586,AC00362,94.59,2023-01-12 17:04:00,1,42,213,47.82.77.181,84,2,39,0,34,1,6171.89,2024-04-11 08:10:00,0
TX000587,AC00170,80.43,2023-04-01 16:09:00,1,8,369,157.47.114.20,13,1,59,2,157,1,5987.67,2024-04-11 08:08:00,0
TX000593,AC00426,107.03,2023-06-03 18:27:00,1,24,471,221.23.158.87,37,1,27,3,73,1,1408.07,2024-04-11 08:12:00,0
TX000595,AC00051,312.47,2023-02-05 17:24:00,1,25,496,207.157.126.125,32,0,49,1,148,4,9419.27,2024-04-11 08:08:00,0
TX000596,AC00471,346.11,2023-04-01 17:00:00,1,9,276,130.92.201.49,6,1,41,1,213,1,9551.64,2024-04-11 08:08:00,0
TX000605,AC00398,175.07,2023-04-09 17:46:00,1,7,287,147.125.143.41,90,1,26,3,169,1,1040.25,2024-04-11 08:08:00,0
TX000607,AC00225,175.15,2023-09-11 17:02:00,1,11,279,16.51.235.240,89,0,27,3,32,1,1712.65,2024-04-11 08:09:00,0
TX000608,AC00150,32.54,2023-04-07 16:25:00,1,28,7,4.101.189.38,21,2,25,3,183,4,1544.88,2024-04-11 08:07:00,0
TX000609,AC00413,121.82,2023-08-09 18:24:00,1,9,409,40.198.240.246,31,2,60,0,119,1,13293.83,2024-04-11 08:11:00,0
TX000613,AC00149,35.73,2023-12-06 16:48:00,1,24,524,205.69.66.135,27,1,65,0,87,1,9073.17,2024-04-11 08:11:00,0
TX000618,AC00366,115.11,2023-05-05 17:34:00,1,0,473,190.164.160.79,10,2,28,1,139,1,9808.97,2024-04-11 08:10:00,0
TX000620,AC00130,168.54,2023-02-02 16:13:00,1,28,356,119.105.89.125,63,0,70,0,142,2,13406.0,2024-04-11 08:08:00,0
TX000622,AC00219,408.46,2023-01-03 16:17:00,1,33,504,201.95.180.152,57,1,64,2,28,1,3140.79,2024-04-11 08:08:00,0
TX000629,AC00358,266.57,2023-03-07 17:56:00,0,4,46,140.94.123.72,25,2,39,1,96,1,7180.48,2024-04-11 08:07:00,0
TX000631,AC00393,339.35,2023-03-02 16:08:00,0,4,81,197.23.128.119,83,0,78,2,70,1,5002.7,2024-04-11 08:08:00,0
TX000639,AC00416,655.15,2023-02-01 16:22:00,1,39,469,11.167.243.171,82,0,26,1,264,1,5587.44,2024-04-11 08:07:00,1
TX000640,AC00058,320.55,2023-01-05 17:11:00,1,25,415,199.6.127.153,40,2,50,1,118,1,438.75,2024-04-11 08:08:00,0
TX000641,AC00170,41.51,2023-04-10 16:47:00,1,31,521,16.51.235.240,83,2,28,3,48,1,609.6,2024-04-11 08:11:00,0
TX000647,AC00056,56.89,2023-03-02 18:03:00,0,15,98,31.127.129.152,61,1,59,1,56,1,3034.67,2024-04-11 08:09:00,0
TX000648,AC00276,20.22,2023-10-03 18:26:00,1,17,100,170.225.23.251,2,0,43,1,138,1,5515.32,2024-04-11 08:06:00,0
TX000650,AC00143,73.88,2023-08-05 17:42:00,1,20,305,134.140.85.231,8,1,53,2,131,1,4055.55,2024-04-11 08:08:00,0
TX000656,AC00458,156.26,2023-02-01 17:49:00,0,41,108,51.196.87.214,58,1,46,1,160,1,7854.1,2024-04-11 08:09:00,0
TX000661,AC00257,326.29,2023-06-12 17:10:00,1,10,150,6.44.165.160,24,2,56,1,179,1,8171.26,2024-04-11 08:10:00,0
TX000665,AC00133,245.67,2023-02-01 18:35:00,0,32,79,3.77.114.6,87,1,24,3,107,1,752.25,2024-04-11 08:07:00,0
TX000666,AC00393,152.18,2023-07-08 16:57:00,0,20,477,40.244.94.218,92,2,39,1,176,4,2459.84,2024-04-11 08:10:00,0
TX000670,AC00023,126.22,2023-04-05 16:25:00,1,1,76,9.230.41.239,80,0,46,1,77,4,6133.41,2024-04-11 08:07:00,0
TX000673,AC00497,8.37,2023-12-01 16:21:00,1,7,322,143.212.47.226,10,0,63,2,135,1,1106.34,2024-04-11 08:11:00,0
TX000674,AC00130,197.49,2023-03-07 16:36:00,0,14,488,167.67.137.223,6,2,53,2,30,1,5005.33,2024-04-11 08:06:00,0
TX000678,AC00182,375.17,2023-08-06 17:20:00,1,13,183,112.196.12.19,52,0,51,1,66,2,5495.3,2024-04-11 08:11:00,0
TX000682,AC00356,499.99,2023-02-08 16:01:00,1,38,82,9.230.41.239,45,1,31,1,296,1,8885.0,2024-04-11 08:09:00,1
TX000687,AC00370,280.92,2024-01-01 18:21:00,1,31,250,120.170.93.69,47,2,41,0,168,1,5298.85,2024-04-11 08:06:00,0
TX000688,AC00330,42.42,2023-01-06 17:19:00,1,34,53,61.95.76.233,41,2,21,3,102,1,490.57,2024-04-11 08:09:00,0
TX000691,AC00287,568.76,2023-09-10 16:48:00,1,3,179,63.191.171.41,96,0,51,2,155,1,7484.32,2024-04-11 08:12:00,1
TX000693,AC00465,105.94,2023-07-08 16:02:00,1,28,403,160.212.125.105,73,1,51,1,207,1,5963.1,2024-04-11 08:09:00,0
TX000698,AC00026,278.27,2023-10-04 16:47:00,1,40,114,87.234.36.48,26,1,29,0,123,1,6684.34,2024-04-11 08:09:00,0
TX000699,AC00277,470.3,2023-12-09 18:46:00,1,2,525,41.110.46.150,90,0,40,0,88,1,8524.09,2024-04-11 08:08:00,0
TX000701,AC00367,365.04,2023-06-03 16:29:00,1,41,187,86.220.59.252,2,1,22,3,94,1,873.89,2024-04-11 08:12:00,0
TX000703,AC00111,21.49,2023-04-05 16:51:00,1,10,90,60.43.160.195,49,0,58,0,240,1,11991.24,2024-04-11 08:08:00,0
TX000704,AC00220,63.58,2023-11-09 17:43:00,1,8,66,163.129.70.210,92,0,18,3,199,1,8086.04,2024-04-11 08:11:00,0
TX000706,AC00137,12.11,2023-12-12 16:17:00,1,17,434,57.141.198.111,37,1,75,2,127,1,1730.28,2024-04-11 08:07:00,0
TX000707,AC00004,642.54,2023-10-05 18:49:00,1,25,498,166.79.195.157,24,1,44,1,28,1,3143.17,2024-04-11 08:10:00,1
TX000708,AC00442,210.45,2023-11-12 16:47:00,1,19,413,144.91.150.133,10,0,27,3,146,1,1242.49,2024-04-11 08:06:00,0
TX000710,AC00462,99.76,2023-07-08 16:21:00,1,34,382,38.164.132.63,38,1,26,3,131,1,416.89,2024-04-11 08:06:00,0
TX000714,AC00382,98.81,2023-04-09 16:48:00,1,37,326,38.210.156.148,46,1,27,3,91,1,797.1,2024-04-11 08:08:00,0
TX000721,AC00102,237.86,2023-06-02 17:48:00,1,30,216,135.73.131.111,43,0,18,3,210,1,475.63,2024-04-11 08:10:00,0
TX000724,AC00237,72.75,2023-01-05 16:30:00,1,31,311,105.136.156.29,66,0,64,0,15,1,12042.79,2024-04-11 08:07:00,0
TX000725,AC00279,39.11,2023-01-09 18:05:00,1,8,194,196.121.240.10,51,2,26,3,143,1,518.54,2024-04-11 08:08:00,0
TX000726,AC00067,929.6075,2023-06-03 16:33:00,1,37,202,3.200.166.167,3,0,23,3,139,1,1258.93,2024-04-11 08:11:00,1
TX000729,AC00244,504.71,2023-10-04 18:27:00,1,11,8,24.148.92.177,59,2,29,1,61,1,6214.54,2024-04-11 08:08:00,1
TX000733,AC00457,121.71,2023-05-09 17:02:00,1,6,509,77.208.193.198,14,0,52,2,140,1,5878.89,2024-04-11 08:11:00,0
TX000734,AC00046,98.87,2023-03-01 17:51:00,1,11,46,219.31.152.129,59,2,20,3,179,1,533.2,2024-04-11 08:06:00,0
TX000737,AC00181,321.93,2023-04-12 18:27:00,1,26,68,45.241.13.208,91,0,45,1,12,1,4392.73,2024-04-11 08:07:00,0
TX000739,AC00288,283.23,2023-06-02 16:48:00,1,12,525,146.69.70.214,60,2,40,1,98,1,2008.77,2024-04-11 08:07:00,0
TX000740,AC00014,346.65,2024-01-01 16:17:00,1,42,62,43.98.242.106,61,2,30,1,60,1,6356.96,2024-04-11 08:06:00,0
TX000743,AC00159,29.22,2023-06-07 18:16:00,1,35,328,44.67.137.125,67,0,24,3,151,1,1649.43,2024-04-11 08:09:00,0
TX000745,AC00326,348.64,2023-09-06 17:12:00,1,38,179,134.222.122.238,97,2,57,2,128,1,3274.96,2024-04-11 08:11:00,0
TX000746,AC00110,319.17,2023-11-01 16:58:00,1,40,338,7.28.148.225,87,2,73,2,81,1,6501.56,2024-04-11 08:08:00,0
TX000747,AC00110,73.95,2023-03-11 16:39:00,1,18,260,6.204.110.7,11,0,26,3,76,1,363.92,2024-04-11 08:07:00,0
TX000751,AC00282,56.35,2023-09-02 16:09:00,1,5,210,166.79.195.157,32,0,44,0,75,1,5095.73,2024-04-11 08:07:00,0
TX000755,AC00153,84.34,2023-08-06 16:27:00,1,22,375,200.136.146.93,38,2,58,2,248,3,5313.97,2024-04-11 08:09:00,0
TX000756,AC00460,929.6075,2023-07-09 16:27:00,1,31,55,94.37.250.128,30,0,31,1,156,1,6227.99,2024-04-11 08:07:00,1
TX000761,AC00126,319.27,2023-07-08 16:54:00,1,35,139,211.97.88.141,51,0,50,0,150,1,10269.78,2024-04-11 08:12:00,0
TX000763,AC00165,820.62,2023-03-03 17:18:00,0,14,467,47.82.77.181,83,1,61,0,158,1,6024.8,2024-04-11 08:07:00,1
TX000765,AC00329,542.72,2023-04-09 18:37:00,0,16,432,34.86.220.205,99,1,43,0,92,1,6011.8,2024-04-11 08:08:00,1
TX000769,AC00233,445.79,2023-07-07 17:19:00,1,19,240,207.157.126.125,51,0,52,0,161,1,717.99,2024-04-11 08:12:00,0
TX000771,AC00324,158.41,2023-09-02 16:28:00,1,34,99,188.225.207.71,12,1,28,3,16,1,1512.16,2024-04-11 08:10:00,0
TX000776,AC00092,173.74,2023-08-09 17:48:00,1,15,103,161.177.41.214,73,2,80,2,64,1,4913.42,2024-04-11 08:11:00,0
TX000777,AC00354,176.11,2023-10-08 16:48:00,1,38,429,86.220.59.252,90,1,38,1,105,1,9155.35,2024-04-11 08:10:00,0
TX000778,AC00358,88.4,2023-10-11 18:02:00,1,13,93,112.196.12.19,64,2,46,1,174,1,2567.53,2024-04-11 08:09:00,0
TX000780,AC00013,138.11,2023-11-12 17:29:00,0,31,184,20.147.6.179,0,2,68,2,104,1,4177.65,2024-04-11 08:07:00,0
TX000783,AC00399,300.61,2023-01-05 17:21:00,1,12,70,165.35.58.173,5,2,44,0,51,1,7895.54,2024-04-11 08:11:00,0
TX000784,AC00323,265.94,2023-05-06 16:11:00,1,4,437,106.244.1.47,84,2,54,1,132,1,6781.3,2024-04-11 08:06:00,0
TX000786,AC00211,411.52,2023-10-01 17:40:00,1,20,376,52.1.78.30,22,0,41,0,88,1,11108.39,2024-04-11 08:09:00,0
TX000791,AC00027,262.06,2023-11-09 16:09:00,1,28,308,44.73.3.217,28,1,63,0,118,1,13587.52,2024-04-11 08:10:00,0
TX000793,AC00468,253.55,2023-11-01 16:56:00,1,17,93,41.82.55.163,6,0,28,1,85,5,2797.26,2024-04-11 08:09:00,0
TX000795,AC00425,175.94,2023-05-06 16:16:00,1,16,332,47.167.178.158,43,0,57,2,89,1,3728.04,2024-04-11 08:07:00,0
TX000803,AC00411,362.27,2023-11-05 16:36:00,1,17,58,69.160.14.157,50,0,80,2,47,1,6003.59,2024-04-11 08:07:00,0
TX000805,AC00272,351.99,2023-12-06 16:58:00,1,6,390,15.176.70.194,0,0,80,2,45,2,3663.64,2024-04-11 08:11:00,0
TX000807,AC00053,24.77,2023-01-11 16:55:00,0,26,342,223.32.70.156,1,2,40,1,17,1,478.23,2024-04-11 08:07:00,0
TX000808,AC00316,668.67,2023-07-11 17:38:00,1,11,516,184.59.28.72,18,2,44,0,143,4,13446.81,2024-04-11 08:06:00,1
TX000812,AC00227,115.22,2023-08-12 17:05:00,1,37,151,76.0.164.168,62,1,27,1,108,1,906.2,2024-04-11 08:09:00,0
TX000814,AC00319,542.75,2023-07-12 18:28:00,0,26,480,82.115.199.37,44,1,70,2,63,1,2224.08,2024-04-11 08:08:00,1
TX000815,AC00431,317.47,2023-01-05 17:31:00,0,34,48,119.163.214.161,82,2,67,0,16,1,14639.28,2024-04-11 08:07:00,0
TX000817,AC00050,24.19,2023-08-02 17:33:00,1,36,81,186.135.2.148,60,0,29,1,28,1,2756.2,2024-04-11 08:07:00,0
TX000823,AC00188,48.78,2023-11-08 16:43:00,0,18,56,112.222.0.29,5,1,18,3,136,1,552.06,2024-04-11 08:10:00,0
TX000825,AC00319,60.99,2023-01-08 17:14:00,1,28,490,5.50.152.168,36,1,34,1,58,1,7281.46,2024-04-11 08:07:00,0
TX000827,AC00131,524.6,2023-07-04 17:37:00,1,12,445,44.73.3.217,1,1,58,0,76,1,13017.7,2024-04-11 08:09:00,1
TX000828,AC00180,108.96,2023-10-10 18:12:00,1,25,193,49.31.186.82,69,0,26,3,247,1,7597.66,2024-04-11 08:06:00,0
TX000831,AC00076,324.04,2023-05-07 16:49:00,1,41,481,101.120.142.50,42,0,54,2,30,1,2248.06,2024-04-11 08:08:00,0
TX000833,AC00444,157.7,2023-01-12 17:29:00,0,29,60,21.190.11.223,18,1,58,1,46,1,8332.58,2024-04-11 08:11:00,0
TX000834,AC00307,81.27,2023-07-11 16:36:00,0,39,185,201.95.180.152,50,2,22,3,68,1,1814.48,2024-04-11 08:10:00,0
TX000837,AC00348,474.05,2023-10-08 18:30:00,1,38,482,24.129.74.189,30,0,57,2,214,1,1484.31,2024-04-11 08:10:00,0
TX000838,AC00169,39.21,2023-10-05 16:15:00,1,24,47,105.87.212.115,92,0,66,0,245,4,9385.57,2024-04-11 08:11:00,0
TX000840,AC00009,153.59,2023-04-05 17:43:00,0,32,213,204.120.80.105,0,1,66,2,174,1,4813.12,2024-04-11 08:09:00,0
TX000842,AC00362,644.08,2023-08-05 17:29:00,1,1,285,57.232.212.116,17,2,24,3,55,1,1980.62,2024-04-11 08:07:00,1
TX000844,AC00106,305.0,2023-12-10 17:20:00,1,31,458,199.103.32.145,2,0,22,3,222,1,944.83,2024-04-11 08:06:00,0
TX000846,AC00092,793.13,2023-10-05 16:38:00,1,22,395,173.232.121.213,34,2,68,0,76,1,13389.16,2024-04-11 08:09:00,1
TX000849,AC00185,163.46,2023-08-09 17:09:00,0,3,121,39.129.125.110,36,1,63,2,111,1,6953.8,2024-04-11 08:11:00,0
TX000850,AC00370,194.99,2023-01-12 17:01:00,1,17,336,173.232.121.213,96,1,34,1,91,1,1370.03,2024-04-11 08:07:00,0
TX000851,AC00124,23.4,2023-08-02 18:27:00,1,12,64,74.58.165.67,26,0,46,0,175,4,14851.28,2024-04-11 08:07:00,0
TX000854,AC00321,59.51,2023-04-04 16:12:00,0,9,209,86.220.59.252,85,2,36,0,55,1,9955.88,2024-04-11 08:12:00,0
TX000856,AC00217,929.6075,2023-02-06 16:49:00,1,17,509,167.95.191.52,88,1,20,3,91,1,530.86,2024-04-11 08:09:00,1
TX000860,AC00403,154.24,2023-06-11 16:19:00,1,23,105,219.98.242.240,48,0,61,2,82,1,6109.55,2024-04-11 08:08:00,0
TX000863,AC00450,209.03,2023-09-10 18:20:00,1,11,281,175.210.47.87,11,1,55,1,126,1,8359.5,2024-04-11 08:10:00,0
TX000868,AC00009,87.38,2023-03-03 18:23:00,1,1,271,3.200.166.167,53,1,21,3,252,1,1504.99,2024-04-11 08:09:00,0
TX000872,AC00482,154.32,2024-01-01 16:53:00,0,40,43,8.244.162.185,14,0,38,1,269,1,6972.5,2024-04-11 08:11:00,0
TX000873,AC00475,164.51,2023-05-06 18:09:00,1,21,87,189.248.139.91,55,1,78,2,110,1,3553.69,2024-04-11 08:07:00,0
TX000874,AC00253,758.12,2023-03-07 18:46:00,1,37,311,179.132.235.182,27,0,69,2,90,1,6164.65,2024-04-11 08:11:00,1
TX000876,AC00058,583.92,2023-01-08 16:11:00,1,18,325,32.169.88.41,23,2,55,1,139,1,6364.14,2024-04-11 08:06:00,1
TX000877,AC00304,204.06,2023-02-01 16:07:00,1,42,518,150.231.20.169,68,2,77,2,159,1,4351.83,2024-04-11 08:07:00,0
TX000880,AC00362,52.95,2023-07-08 18:02:00,0,5,491,148.234.210.167,60,2,68,2,14,1,6335.58,2024-04-11 08:07:00,0
TX000881,AC00094,120.17,2023-08-08 17:07:00,1,32,41,47.167.178.158,22,0,49,0,105,1,5403.79,2024-04-11 08:11:00,0
TX000882,AC00225,220.8,2023-06-09 18:43:00,1,16,403,10.223.224.50,20,2,31,1,28,1,8135.31,2024-04-11 08:10:00,0
TX000884,AC00448,183.32,2023-10-05 16:27:00,1,33,343,162.207.77.170,40,0,21,3,74,1,137.42,2024-04-11 08:09:00,0
TX000887,AC00480,61.37,2023-06-02 16:54:00,1,8,59,57.141.198.111,0,1,75,2,164,1,4294.44,2024-04-11 08:10:00,0
TX000890,AC00278,425.18,2023-04-10 16:00:00,0,7,378,77.92.193.22,50,2,26,1,172,1,9880.71,2024-04-11 08:08:00,0
TX000892,AC00431,64.21,2023-09-01 16:36:00,1,29,398,134.222.122.238,27,0,51,0,37,1,12540.18,2024-04-11 08:09:00,0
TX000894,AC00090,50.26,2023-09-11 17:51:00,1,19,211,52.1.78.30,54,1,65,2,164,1,1519.38,2024-04-11 08:10:00,0
TX000897,AC00404,79.76,2023-03-04 16:25:00,1,18,92,221.169.49.152,42,2,68,0,115,1,10278.75,2024-04-11 08:08:00,0
TX000898,AC00390,16.79,2023-06-11 16:42:00,0,11,248,204.120.80.105,22,2,30,0,146,1,535.15,2024-04-11 08:11:00,0
TX000902,AC00363,643.38,2023-06-11 17:19:00,0,11,202,107.247.202.71,43,2,18,3,105,1,1046.74,2024-04-11 08:12:00,1
TX000903,AC00385,328.34,2023-12-10 16:17:00,0,36,198,106.244.1.47,13,2,42,1,31,1,2840.45,2024-04-11 08:09:00,0
TX000908,AC00264,653.97,2023-04-10 17:41:00,1,24,353,141.241.241.128,66,2,37,1,100,1,3886.65,2024-04-11 08:11:00,1
TX000915,AC00171,577.73,2023-10-11 16:26:00,1,38,398,93.146.251.20,32,0,37,0,63,1,14977.99,2024-04-11 08:06:00,1
TX000918,AC00402,330.61,2023-06-07 16:04:00,0,26,487,186.54.68.246,98,1,64,2,113,1,2525.25,2024-04-11 08:10:00,0
TX000919,AC00136,132.33,2023-10-11 16:32:00,0,31,331,88.55.149.101,3,0,35,1,47,1,7457.94,2024-04-11 08:08:00,0
TX000920,AC00280,672.74,2023-10-08 16:39:00,0,7,26,169.67.220.37,67,1,46,1,118,1,5386.52,2024-04-11 08:11:00,1
TX000922,AC00495,197.18,2023-09-05 16:47:00,1,40,35,189.20.224.220,10,2,28,1,135,1,3114.92,2024-04-11 08:10:00,0
TX000924,AC00129,218.37,2023-05-06 16:27:00,1,15,490,147.119.62.178,74,0,62,0,105,1,9942.24,2024-04-11 08:10:00,0
TX000925,AC00237,590.01,2023-06-02 16:42:00,1,38,200,197.162.55.147,43,2,29,0,140,3,9791.74,2024-04-11 08:07:00,1
TX000933,AC00200,76.51,2023-03-04 16:01:00,0,23,195,200.22.195.243,15,2,49,1,120,4,9475.4,2024-04-11 08:07:00,0
TX000934,AC00254,32.46,2023-10-03 18:59:00,1,5,406,156.187.182.236,91,2,31,0,10,1,8656.18,2024-04-11 08:09:00,0
TX000937,AC00446,662.11,2023-02-02 16:52:00,1,1,313,145.246.171.225,99,1,23,3,219,1,1996.38,2024-04-11 08:07:00,1
TX000940,AC00157,214.73,2023-10-11 18:28:00,0,20,86,57.166.147.242,60,0,46,0,26,1,5368.42,2024-04-11 08:07:00,0
TX000943,AC00166,446.39,2023-12-12 17:41:00,1,15,84,155.37.19.43,18,0,63,2,77,1,7863.6,2024-04-11 08:07:00,0
TX000947,AC00317,179.76,2023-12-07 16:11:00,1,30,31,193.190.29.63,38,2,78,2,81,1,5909.52,2024-04-11 08:09:00,0
TX000949,AC00130,273.92,2023-04-07 17:50:00,1,32,485,116.43.88.219,52,1,79,2,109,1,4543.56,2024-04-11 08:11:00,0
TX000950,AC00236,375.45,2023-05-12 17:57:00,1,13,242,5.252.94.135,14,1,19,3,32,1,1307.23,2024-04-11 08:08:00,0
TX000952,AC00017,492.84,2023-01-03 17:43:00,1,16,391,81.248.235.147,80,0,25,3,38,1,577.67,2024-04-11 08:09:00,0
TX000954,AC00187,119.95,2023-10-04 17:53:00,0,30,231,214.32.109.197,91,1,62,2,47,5,2596.61,2024-04-11 08:10:00,0
TX000955,AC00395,391.66,2023-10-07 17:29:00,1,14,214,119.163.214.161,61,1,50,1,103,1,2406.31,2024-04-11 08:06:00,0
TX000958,AC00217,20.27,2023-04-12 16:27:00,1,24,488,86.103.2.29,64,1,18,3,22,1,796.35,2024-04-11 08:09:00,0
TX000962,AC00174,353.59,2023-11-08 17:57:00,0,27,243,198.24.183.157,45,1,52,2,109,5,1822.34,2024-04-11 08:10:00,0
TX000964,AC00247,10.77,2023-08-03 16:58:00,1,16,203,37.227.215.145,95,0,31,0,178,1,10704.95,2024-04-11 08:10:00,0
TX000965,AC00297,95.55,2023-10-04 16:25:00,1,21,447,42.3.3.101,59,1,33,1,51,1,2434.74,2024-04-11 08:10:00,0
TX000967,AC00170,9.1,2023-02-03 16:09:00,0,37,126,53.131.194.183,46,2,52,2,63,1,2791.45,2024-04-11 08:09:00,0
TX000968,AC00185,21.41,2023-04-12 16:27:00,1,21,74,195.164.171.146,61,2,57,0,99,1,658.91,2024-04-11 08:08:00,0
TX000969,AC00487,278.28,2023-02-10 16:20:00,1,17,31,148.42.122.1,96,1,28,3,26,1,1346.88,2024-04-11 08:07:00,0
TX000977,AC00007,466.64,2023-04-09 16:57:00,1,19,254,131.41.45.13,81,0,58,0,11,1,10915.11,2024-04-11 08:09:00,0
TX000978,AC00033,397.01,2023-07-08 17:45:00,1,20,37,92.180.81.50,57,0,22,3,100,1,719.52,2024-04-11 08:06:00,0
TX000981,AC00401,102.67,2023-10-05 17:41:00,1,0,79,215.97.143.157,90,1,79,2,119,1,4656.94,2024-04-11 08:06:00,0
TX000982,AC00336,460.09,2023-06-03 17:05:00,0,14,26,188.77.83.72,80,2,35,0,146,3,6990.64,2024-04-11 08:08:00,0
TX000983,AC00281,453.49,2023-02-01 16:06:00,1,39,359,40.226.196.34,87,1,66,0,147,1,6366.43,2024-04-11 08:08:00,0
TX000988,AC00159,187.88,2023-10-08 16:39:00,1,26,27,189.198.67.252,16,0,60,1,180,1,2154.58,2024-04-11 08:10:00,0
TX000990,AC00463,83.79,2023-12-10 16:37:00,1,26,143,12.246.170.239,30,0,57,1,47,1,5061.3,2024-04-11 08:09:00,0
TX000993,AC00090,839.33,2023-02-05 16:03:00,0,21,435,174.61.77.54,70,1,60,0,86,1,11538.97,2024-04-11 08:09:00,1
TX000997,AC00475,135.85,2023-03-08 17:25:00,1,14,326,65.27.212.129,14,2,57,2,269,1,1480.39,2024-04-11 08:08:00,0
TX000998,AC00368,368.53,2023-03-04 16:09:00,1,33,357,31.127.129.152,98,1,68,0,34,1,13696.31,2024-04-11 08:06:00,0
TX000999,AC00339,17.95,2023-05-06 17:22:00,0,34,310,167.164.55.0,26,1,64,0,135,1,12344.9,2024-04-11 08:09:00,0
TX001000,AC00297,127.8,2023-02-03 16:05:00,0,41,284,34.169.232.37,25,1,31,1,47,1,8630.99,2024-04-11 08:07:00,0
TX001002,AC00458,317.12,2023-11-12 16:03:00,1,13,6,57.232.212.116,17,1,44,0,80,1,14409.74,2024-04-11 08:08:00,0
TX001006,AC00190,15.74,2023-09-01 16:05:00,1,10,51,136.250.159.93,50,1,27,3,38,1,690.16,2024-04-11 08:10:00,0
